CPU		 MEM	TIME
100,0	20,5	22,18
100,0	20,5	22,29
100,0	20,5	22,39
 90,9	20,5	22,49
100,0	20,5	22,60
 90,9	20,6	22,70
 90,9	20,6	22,80
100,0	20,6	22,91
 90,9	20,6	23,01
100,0	20,6	23,12
 90,9	20,6	23,22
100,0	20,7	23,33
100,0	20,7	23,44
100,0	20,7	23,54
100,0	20,7	23,65
100,0	20,7	23,76
 90,9	20,7	23,86
100,0	20,7	23,96
 90,9	20,8	24,06
100,0	20,8	24,17
 90,9	20,8	24,27
100,0	20,8	24,38
100,0	20,8	24,49
100,0	20,8	24,59
 90,9	20,8	24,69
100,0	21,0	24,81
100,0	21,1	24,91
 90,9	21,1	25,01
100,0	21,1	25,12
 90,9	21,1	25,22
100,0	21,1	25,33
 90,9	21,3	25,43
100,0	21,3	25,53
100,0	21,3	25,64
100,0	21,3	25,75
100,0	21,3	25,85
100,0	21,3	25,96
100,0	21,4	26,06
100,0	21,4	26,17
100,0	21,4	26,27
100,0	21,4	26,38
100,0	21,4	26,49
100,0	21,6	26,60
 90,9	22,0	26,70
100,0	22,1	26,81
 90,9	22,1	26,91
100,0	22,1	27,02
 90,9	22,1	27,12
100,0	22,1	27,23
 90,9	22,3	27,33
100,0	22,5	27,44
 90,9	22,5	27,54
100,0	22,5	27,65
100,0	22,5	27,75
100,0	22,5	27,86
100,0	22,5	27,97
 81,8	22,7	28,06
100,0	22,8	28,17
100,0	22,8	28,28
 90,9	22,8	28,38
100,0	22,8	28,48
100,0	22,8	28,59
100,0	23,0	28,70
 90,9	23,1	28,80
100,0	23,5	28,91
 90,9	23,8	29,01
100,0	23,8	29,12
 90,9	23,8	29,22
100,0	23,8	29,32
100,0	23,8	29,43
100,0	23,8	29,54
100,0	 0,0	29,65

